Plataforma,Año_de_Lanzamiento,Género,Editor,Ventas_NA,Ventas_EU,Ventas_JP,Otras_Ventas,Ventas_Globales,Puntuación_Crítica,Número_Críticas,Puntuación_Usuarios,Número_Usuarios,Desarrolladora,Clasificación_ESRB
GC,2003,Misc,TDK Mediactive,0.04,0.01,0.0,0.0,0.05,40.0,6.0,7.3,7,Mass Media,E (6 años)
GC,2004,Adventure,Codemasters,0.04,0.01,0.0,0.0,0.05,77.0,34.0,8.5,13,Free Radical Design,T (13 años)
GC,2002,Fighting,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,60.0,15.0,6.3,4,Konami,T (13 años)
PC,2008,Puzzle,PopCap Games,0.01,0.04,0.0,0.01,0.05,78.0,12.0,7.3,11,PopCap,E (6 años)
PS4,2015,Adventure,PQube,0.0,0.0,0.05,0.0,0.05,81.0,17.0,8.3,29,5pb,M (17 años)
DS,2010,Puzzle,Rising Star Games,0.04,0.0,0.0,0.0,0.05,69.0,20.0,6.3,4,Prope,E (6 años)
PS3,2008,Misc,Gamecock,0.05,0.0,0.0,0.0,0.05,51.0,19.0,4.5,4,Wideload Games Inc.,T (13 años)
XB,2004,Action,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05,64.0,37.0,6.0,4,Acclaim Studios Cheltenham,T (13 años)
PS2,2006,Racing,Sega,0.02,0.01,0.01,0.0,0.05,81.0,42.0,8.8,17,Sumo Digital,E (6 años)
XB,2003,Role-Playing,Mindscape,0.04,0.01,0.0,0.0,0.05,71.0,31.0,8.2,6,Arkane Studios,M (17 años)
X360,2012,Misc,505 Games,0.0,0.05,0.0,0.0,0.05,77.0,6.0,6.7,6,Zoe Mode,E10+ (10 años)
DS,2006,Fighting,Majesco Entertainment,0.05,0.0,0.0,0.0,0.05,60.0,25.0,5.8,9,Arc System Works,T (13 años)
GC,2002,Sports,THQ,0.04,0.01,0.0,0.0,0.05,68.0,16.0,4.5,4,Radical Entertainment,T (13 años)
PC,2005,Shooter,LucasArts,0.0,0.04,0.0,0.01,0.05,78.0,34.0,8.7,279,LucasArts,T (13 años)
GBA,2003,Puzzle,Activision,0.04,0.01,0.0,0.0,0.05,75.0,16.0,9.1,15,Mass Media,E (6 años)
PC,2009,Strategy,PopCap Games,0.0,0.04,0.0,0.01,0.05,87.0,41.0,8.9,891,PopCap,E10+ (10 años)
DS,2008,Adventure,Deep Silver,0.04,0.01,0.0,0.0,0.05,71.0,6.0,7.6,5,"10tacle Studios, Fusionsphere Systems",T (13 años)
PS2,2001,Platform,Midas Interactive Entertainment,0.02,0.02,0.0,0.01,0.05,65.0,14.0,7.8,4,Treasure,T (13 años)
PSP,2006,Puzzle,D3Publisher,0.04,0.0,0.0,0.0,0.05,74.0,19.0,7.8,6,Now Production,E (6 años)
3DS,2016,Action,Nintendo,0.02,0.01,0.01,0.0,0.05,64.0,56.0,5.1,219,"Next Level Games, Nintendo",T (13 años)
PC,2009,Racing,Codemasters,0.0,0.04,0.0,0.01,0.05,89.0,22.0,8.2,352,Codemasters,T (13 años)
PC,2013,Shooter,505 Games,0.04,0.0,0.0,0.01,0.05,79.0,51.0,3.4,3558,Overkill Software,M (17 años)
PS2,2001,Platform,DreamCatcher Interactive,0.02,0.02,0.0,0.01,0.05,64.0,5.0,7.4,5,EKO Software,E (6 años)
Wii,2007,Misc,Taito,0.05,0.0,0.0,0.0,0.05,43.0,16.0,4.8,5,"Taito Corporation, 505 Games",E10+ (10 años)
PS4,2016,Misc,Sega,0.02,0.0,0.02,0.0,0.05,78.0,22.0,7.4,41,Sega,T (13 años)
GC,2002,Sports,Vivendi Games,0.04,0.01,0.0,0.0,0.05,61.0,10.0,9.0,4,Papaya Studios,E (6 años)
PC,2015,Strategy,Kalypso Media,0.0,0.05,0.0,0.0,0.05,63.0,11.0,5.4,52,Gaming Minds Studios,T (13 años)
PS4,2015,Action,Deep Silver,0.0,0.04,0.0,0.01,0.05,64.0,45.0,5.7,98,Volition Inc.,M (17 años)
PS2,2001,Racing,Titus,0.02,0.02,0.0,0.01,0.05,49.0,8.0,8.1,9,Team 17,E (6 años)
PC,2016,Shooter,Electronic Arts,0.0,0.04,0.0,0.0,0.05,82.0,6.0,7.5,44,PopCap,E10+ (10 años)
PC,2010,Shooter,Mastertronic,0.0,0.04,0.0,0.01,0.05,76.0,36.0,7.7,326,Raven Software,M (17 años)
PS4,2016,Racing,Dusenberry Martin Racing,0.04,0.0,0.0,0.01,0.05,66.0,8.0,3.8,18,Dusenberry Martin Racing,E (6 años)
PS2,2005,Role-Playing,Namco Bandai Games,0.02,0.02,0.0,0.01,0.05,65.0,27.0,8.6,15,Bandai,E10+ (10 años)
PS4,2014,Role-Playing,Ubisoft,0.0,0.01,0.04,0.0,0.05,82.0,46.0,8.0,451,Ubisoft Montreal,E10+ (10 años)
PS2,2007,Strategy,Tecmo Koei,0.01,0.01,0.03,0.0,0.05,79.0,39.0,7.9,17,Vanilla Ware,E10+ (10 años)
X360,2008,Sports,Navarre Corp,0.04,0.0,0.0,0.0,0.05,56.0,14.0,5.9,15,Liquid Dragon Studios,T (13 años)
XB,2005,Action,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05,30.0,19.0,3.4,9,Hothouse Creations,M (17 años)
XB,2005,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,75.0,20.0,7.7,11,HB Studios Multimedia,E (6 años)
PC,2004,Strategy,THQ,0.01,0.03,0.0,0.01,0.05,86.0,51.0,8.8,295,Relic,M (17 años)
GBA,2003,Racing,Activision,0.03,0.01,0.0,0.0,0.05,80.0,12.0,9.4,5,Mass Media,E (6 años)
PS,1998,Platform,ESP,0.03,0.02,0.0,0.0,0.05,69.0,8.0,7.5,4,Treasure,E (6 años)
PSP,2006,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.05,57.0,28.0,8.1,8,Omega Force,T (13 años)
PC,2003,Simulation,Microsoft Game Studios,0.02,0.02,0.0,0.01,0.05,85.0,39.0,9.0,185,Digital Anvil,T (13 años)
PC,2009,Action,Activision,0.02,0.03,0.0,0.01,0.05,66.0,13.0,8.0,19,Traveller's Tales,E10+ (10 años)
PS2,2006,Sports,Electronic Arts,0.02,0.02,0.0,0.01,0.05,70.0,6.0,7.8,27,EA Canada,E (6 años)
XB,2004,Action,Microsoft Game Studios,0.04,0.01,0.0,0.0,0.05,84.0,37.0,8.3,16,Tecmo,M (17 años)
GC,2002,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,78.0,9.0,7.7,6,EA Sports,E (6 años)
X360,2006,Strategy,Electronic Arts,0.0,0.04,0.0,0.0,0.05,79.0,50.0,7.5,83,EA LA,T (13 años)
PC,2006,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05,78.0,17.0,7.2,249,Black Box,E10+ (10 años)
XB,2004,Racing,Codemasters,0.04,0.01,0.0,0.0,0.05,83.0,35.0,7.5,6,Codemasters,E (6 años)
PS,1999,Strategy,Tecmo Koei,0.03,0.02,0.0,0.0,0.05,73.0,9.0,7.1,9,Koei,E (6 años)
PC,2001,Strategy,Vivendi Games,0.0,0.04,0.0,0.01,0.05,81.0,23.0,8.2,126,Stainless Steel Studios,T (13 años)
PS3,2013,Action,Capcom,0.01,0.03,0.0,0.01,0.05,75.0,31.0,7.4,135,WayForward,E (6 años)
PC,2010,Strategy,Team17 Software,0.0,0.04,0.0,0.01,0.05,79.0,28.0,6.8,185,Team 17,E10+ (10 años)
PC,1998,Strategy,Activision,0.0,0.04,0.0,0.01,0.05,88.0,15.0,9.1,813,Blizzard Entertainment,T (13 años)
PS2,2004,Sports,Jaleco,0.02,0.02,0.0,0.01,0.05,60.0,4.0,6.7,6,Blade Interactive,E (6 años)
PSP,2006,Misc,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.05,50.0,11.0,7.8,6,FreeStyleGames,T (13 años)
XB,2002,Fighting,Microsoft Game Studios,0.04,0.01,0.0,0.0,0.05,46.0,26.0,7.2,17,DreamFactory,T (13 años)
PC,2003,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05,82.0,24.0,8.3,307,Black Box,E (6 años)
DS,2009,Adventure,Mastiff,0.04,0.0,0.0,0.0,0.05,71.0,45.0,7.4,21,Renegade Kid,T (13 años)
PSP,2006,Adventure,Namco Bandai Games,0.04,0.0,0.0,0.0,0.05,76.0,7.0,7.8,4,Smart Bomb Interactive,E10+ (10 años)
PSP,2007,Sports,Sega,0.02,0.02,0.0,0.01,0.05,79.0,17.0,7.7,13,Sumo Digital,E (6 años)
XB,2005,Shooter,Majesco Entertainment,0.04,0.01,0.0,0.0,0.05,71.0,37.0,8.1,8,Artech Studios,M (17 años)
PC,2004,Shooter,Ubisoft,0.0,0.04,0.0,0.01,0.05,89.0,72.0,8.1,724,Crytek,M (17 años)
PS,2001,Role-Playing,Max Five,0.03,0.02,0.0,0.0,0.05,62.0,9.0,8.7,26,Max Five,E (6 años)
XB,2002,Action,Jaleco,0.03,0.01,0.0,0.0,0.05,46.0,12.0,7.0,4,Jaleco Entertainment,T (13 años)
PC,2010,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05,49.0,5.0,6.2,27,VSTEP,E (6 años)
PS,2001,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.0,0.05,71.0,13.0,6.7,6,Flying Tiger Development,T (13 años)
PSP,2006,Role-Playing,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.05,64.0,29.0,7.3,13,Konami Software Shanghai,E10+ (10 años)
XOne,2016,Sports,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.05,87.0,12.0,6.1,84,Konami,E (6 años)
PC,2009,Sports,Electronic Arts,0.0,0.04,0.0,0.01,0.05,72.0,14.0,3.8,59,EA Sports,E (6 años)
GC,2005,Shooter,Ubisoft,0.04,0.01,0.0,0.0,0.05,72.0,8.0,7.8,5,"Red Storm Entertainment, Ubisoft Montreal",M (17 años)
PC,2000,Simulation,Electronic Arts,0.01,0.03,0.0,0.01,0.05,92.0,38.0,7.9,451,Maxis,T (13 años)
PC,2011,Sports,Electronic Arts,0.0,0.03,0.0,0.01,0.05,72.0,11.0,3.9,24,Bright Future GmbH,E (6 años)
PS2,2001,Misc,THQ,0.02,0.02,0.0,0.01,0.05,82.0,21.0,8.7,25,Koei/Inis,E (6 años)
X360,2007,Sports,Activision Value,0.04,0.0,0.0,0.0,0.05,39.0,4.0,3.0,4,FUN Labs,T (13 años)
XOne,2016,Strategy,Take-Two Interactive,0.02,0.02,0.0,0.0,0.05,87.0,17.0,8.1,40,Firaxis Games,T (13 años)
X360,2014,Action,Tecmo Koei,0.03,0.01,0.0,0.0,0.05,50.0,20.0,5.3,43,"Spark Unlimited, comcept",M (17 años)
X360,2010,Shooter,Conspiracy Entertainment,0.04,0.0,0.0,0.0,0.05,48.0,7.0,4.8,4,Epicenter Studios,T (13 años)
DS,2007,Action,Game Factory,0.03,0.01,0.0,0.0,0.05,63.0,11.0,6.8,13,DC Studios,E10+ (10 años)
Wii,2007,Sports,SouthPeak Games,0.04,0.0,0.0,0.0,0.05,32.0,13.0,0.7,6,SouthPeak Games,E (6 años)
X360,2008,Sports,Activision,0.04,0.0,0.0,0.0,0.05,41.0,5.0,7.2,6,FUN Labs,E (6 años)
PC,2006,Strategy,THQ,0.0,0.04,0.0,0.01,0.05,93.0,55.0,8.8,1128,Relic,M (17 años)
Wii,2008,Misc,Majesco Entertainment,0.04,0.0,0.0,0.0,0.05,37.0,9.0,4.5,4,Coyote Console,E (6 años)
PS4,2016,Racing,Milestone S.r.l,0.0,0.04,0.0,0.01,0.05,71.0,19.0,8.0,12,Milestone S.r.l,E (6 años)
Wii,2006,Simulation,Konami Digital Entertainment,0.03,0.01,0.01,0.0,0.05,47.0,32.0,4.9,8,CAProduction,E (6 años)
PC,2007,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05,79.0,22.0,6.9,40,Ubisoft Romania,T (13 años)
XB,2004,Strategy,LucasArts,0.03,0.01,0.0,0.0,0.05,69.0,32.0,7.0,4,Double Helix Games,T (13 años)
DS,2006,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.05,34.0,8.0,1.7,6,SkyRiver Studios,E (6 años)
GBA,2003,Action,Atlus,0.03,0.01,0.0,0.0,0.05,75.0,21.0,8.4,5,Million,T (13 años)
XB,2005,Misc,Crave Entertainment,0.03,0.01,0.0,0.0,0.05,60.0,6.0,2.7,13,Crave,E (6 años)
DS,2005,Puzzle,Atari,0.04,0.0,0.0,0.0,0.05,38.0,19.0,6.2,6,Taito Corporation,E (6 años)
XB,2003,Shooter,THQ,0.03,0.01,0.0,0.0,0.05,70.0,19.0,9.3,9,Yager,T (13 años)
PSV,2016,Adventure,PQube,0.0,0.03,0.01,0.01,0.05,78.0,6.0,7.8,6,Kadokawa,M (17 años)
XB,2003,Platform,SCi,0.03,0.01,0.0,0.0,0.05,58.0,21.0,6.9,14,UDS,T (13 años)
PC,2007,Strategy,THQ,0.0,0.04,0.0,0.01,0.05,86.0,44.0,8.3,263,Gas Powered Games,E10+ (10 años)
Wii,2009,Sports,Playlogic Game Factory,0.04,0.0,0.0,0.0,0.05,62.0,5.0,5.3,4,Icon Games,E (6 años)
PC,2009,Shooter,Activision,0.01,0.03,0.0,0.01,0.05,74.0,41.0,7.3,261,"id Software, Raven Software",M (17 años)
PC,2001,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05,84.0,16.0,8.4,21,Kuju Entertainment,E (6 años)
XOne,2016,Shooter,Capcom,0.04,0.0,0.0,0.0,0.05,63.0,12.0,6.3,34,Capcom,M (17 años)
DS,2008,Platform,Ubisoft,0.03,0.01,0.0,0.0,0.05,58.0,30.0,6.3,30,Gameloft,T (13 años)
GC,2004,Shooter,Empire Interactive,0.03,0.01,0.0,0.0,0.05,35.0,11.0,2.0,9,Blitz Games,M (17 años)
Wii,2007,Action,Take-Two Interactive,0.04,0.01,0.0,0.0,0.05,39.0,16.0,5.9,15,7 Studios,T (13 años)
DS,2007,Simulation,Eidos Interactive,0.0,0.04,0.0,0.01,0.04,67.0,8.0,6.6,12,Tantalus Interactive,E (6 años)
PS2,2006,Fighting,Crave Entertainment,0.02,0.02,0.0,0.01,0.04,60.0,19.0,7.0,4,SNK Playmore,T (13 años)
PS4,2016,Racing,Milestone S.r.l,0.0,0.04,0.0,0.01,0.04,71.0,28.0,8.1,73,Milestone S.r.l,E (6 años)
DS,2008,Adventure,Rising Star Games,0.04,0.0,0.0,0.0,0.04,48.0,33.0,6.2,18,Killaware,T (13 años)
PS2,2007,Fighting,Unknown,0.0,0.0,0.04,0.0,0.04,77.0,9.0,8.3,16,Arc System Works,T (13 años)
PC,2002,Action,Take-Two Interactive,0.0,0.04,0.0,0.01,0.04,88.0,27.0,9.1,863,Illusion Softworks,M (17 años)
GC,2002,Platform,Ubisoft,0.03,0.01,0.0,0.0,0.04,61.0,7.0,3.0,4,Ubisoft Montreal,E (6 años)
XB,2005,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.04,64.0,24.0,8.3,27,Bohemia Interactive,T (13 años)
DS,2007,Action,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,35.0,8.0,4.8,13,7 Studios,E10+ (10 años)
X360,2007,Sports,Sega,0.03,0.01,0.0,0.0,0.04,80.0,34.0,6.8,26,Sumo Digital,E (6 años)
DS,2007,Strategy,Square Enix,0.01,0.0,0.03,0.0,0.04,72.0,19.0,8.9,9,Square Enix,E10+ (10 años)
PC,2009,Strategy,Kalypso Media,0.0,0.04,0.0,0.01,0.04,79.0,48.0,8.1,184,Haemimont,T (13 años)
GBA,2004,Role-Playing,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,78.0,20.0,8.5,11,KCEJ,T (13 años)
PC,2016,Adventure,Square Enix,0.01,0.04,0.0,0.0,0.04,83.0,15.0,8.6,1620,DONTNOD Entertainment,M (17 años)
PS4,2016,Action,Rebellion Developments,0.02,0.02,0.0,0.01,0.04,66.0,39.0,7.0,31,Rebellion,T (13 años)
PC,2015,Sports,Konami Digital Entertainment,0.0,0.04,0.0,0.0,0.04,76.0,12.0,4.3,286,Konami,E (6 años)
DS,2008,Role-Playing,Success,0.04,0.0,0.0,0.0,0.04,69.0,23.0,7.7,21,Success,E10+ (10 años)
XOne,2016,Action,Activision,0.03,0.01,0.0,0.0,0.04,55.0,14.0,6.0,38,PlatinumGames,T (13 años)
PC,2009,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,0.04,79.0,15.0,8.2,40,Pendulo Studios,T (13 años)
XB,2006,Racing,Empire Interactive,0.03,0.01,0.0,0.0,0.04,73.0,38.0,7.3,8,Bugbear,T (13 años)
PS2,2006,Shooter,Eidos Interactive,0.02,0.02,0.0,0.01,0.04,71.0,37.0,8.2,9,Rebellion,T (13 años)
Wii,2008,Sports,Atari,0.04,0.0,0.0,0.0,0.04,37.0,4.0,7.8,5,Humongous Entertainment,E (6 años)
PC,2009,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04,70.0,23.0,7.3,125,Ubisoft Romania,T (13 años)
X360,2014,Shooter,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,35.0,8.0,5.8,78,CI Games,M (17 años)
3DS,2015,Platform,Rising Star Games,0.01,0.0,0.03,0.0,0.04,82.0,18.0,8.5,86,WayForward,E10+ (10 años)
XB,2003,Strategy,Kool Kizz,0.03,0.01,0.0,0.0,0.04,74.0,11.0,8.8,6,SystemSoft,E (6 años)
Wii,2007,Shooter,PQube,0.04,0.0,0.0,0.0,0.04,67.0,9.0,7.6,9,Alfa System,T (13 años)
PS4,2014,Strategy,Tecmo Koei,0.03,0.0,0.0,0.01,0.04,80.0,20.0,8.1,46,Koei Tecmo Games,T (13 años)
DS,2006,Sports,Electronic Arts,0.04,0.0,0.0,0.0,0.04,43.0,5.0,7.5,4,Exient Entertainment,E (6 años)
PC,2007,Simulation,Monte Christo Multimedia,0.0,0.04,0.0,0.0,0.04,75.0,7.0,8.2,9,Monte Cristo Multimedia,E (6 años)
PSP,2011,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,67.0,23.0,8.2,50,5pb,M (17 años)
X360,2006,Fighting,Ubisoft,0.04,0.0,0.0,0.0,0.04,60.0,33.0,6.1,7,G.Rev,T (13 años)
PC,2006,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.04,86.0,9.0,8.8,115,1C: Maddox Games,T (13 años)
PS2,2005,Action,Vivendi Games,0.02,0.02,0.0,0.01,0.04,47.0,17.0,5.0,7,Opus,M (17 años)
PC,2003,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,78.0,23.0,8.2,38,Pyro Studios,T (13 años)
PSP,2007,Sports,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,68.0,30.0,6.3,4,"Namco Bandai Games America, Namco Bandai Games",E (6 años)
3DS,2013,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04,43.0,4.0,8.3,4,Hellbent Games,E (6 años)
Wii,2008,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.04,42.0,16.0,4.5,6,EKO Software,E10+ (10 años)
XB,2005,Sports,Global Star,0.03,0.01,0.0,0.0,0.04,66.0,45.0,7.7,6,Hypnotix,M (17 años)
XOne,2015,Adventure,505 Games,0.03,0.01,0.0,0.0,0.04,81.0,6.0,8.9,26,Starbreeze,T (13 años)
X360,2010,Shooter,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04,38.0,8.0,1.7,10,Panic Button,T (13 años)
PC,2006,Adventure,DreamCatcher Interactive,0.0,0.04,0.0,0.0,0.04,66.0,26.0,7.4,38,Fusionsphere Systems,T (13 años)
XB,2006,Racing,Electronic Arts,0.03,0.01,0.0,0.0,0.04,72.0,26.0,7.0,4,EA Tiburon,E (6 años)
PS,2000,Simulation,Konami Digital Entertainment,0.02,0.02,0.0,0.0,0.04,74.0,7.0,8.3,13,Konami,E (6 años)
PS4,2015,Fighting,Marvelous Interactive,0.01,0.0,0.02,0.0,0.04,70.0,33.0,6.9,28,"Examu, Marvelous Inc.",T (13 años)
DS,2007,Strategy,LucasArts,0.03,0.01,0.0,0.0,0.04,59.0,6.0,6.2,5,DC Studios,E (6 años)
XB,2003,Fighting,Hudson Soft,0.03,0.01,0.0,0.0,0.04,61.0,22.0,8.6,9,Eighting/Raizing,T (13 años)
PC,2010,Racing,Disney Interactive Studios,0.0,0.04,0.0,0.01,0.04,79.0,18.0,8.2,116,Black Rock Studio,E10+ (10 años)
PC,2012,Shooter,Capcom,0.0,0.04,0.0,0.0,0.04,69.0,18.0,5.9,868,"Capcom, QLOC",M (17 años)
PSP,2007,Action,D3Publisher,0.04,0.0,0.0,0.0,0.04,75.0,30.0,7.3,23,Vicious Cycle,M (17 años)
PS3,2013,Racing,Deep Silver,0.02,0.01,0.0,0.01,0.04,13.0,4.0,1.0,218,"Eutechnyx, Deep Silver",M (17 años)
PC,2007,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.04,70.0,18.0,5.9,163,EA Games,E10+ (10 años)
GC,2004,Fighting,Atari,0.03,0.01,0.0,0.0,0.04,71.0,5.0,8.1,7,Black Ship Games,T (13 años)
3DS,2015,Action,Ubisoft,0.03,0.0,0.0,0.0,0.04,46.0,4.0,5.8,10,Ubisoft Osaka,E (6 años)
3DS,2015,Action,Nippon Ichi Software,0.03,0.0,0.0,0.0,0.04,45.0,7.0,5.6,37,"Prope, Kadokawa",E10+ (10 años)
PSP,2008,Action,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,42.0,14.0,7.1,13,Krome Studios,T (13 años)
PC,2002,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04,92.0,6.0,8.2,77,Maxis,T (13 años)
PC,2008,Action,LucasArts,0.02,0.02,0.0,0.0,0.04,78.0,14.0,7.7,35,Traveller's Tales,E10+ (10 años)
PC,2006,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04,76.0,23.0,7.7,40,Maxis,T (13 años)
X360,2012,Fighting,Cloud Imperium Games Corporation,0.04,0.0,0.0,0.0,0.04,37.0,5.0,6.3,4,"Pipeworks Software, Inc.",M (17 años)
Wii,2010,Platform,Flashpoint Games,0.04,0.0,0.0,0.0,0.04,70.0,10.0,8.6,7,Snap Dragon Games,E10+ (10 años)
PS4,2016,Sports,Alternative Software,0.0,0.04,0.0,0.01,0.04,64.0,4.0,6.8,12,Wicked Witch Software,E (6 años)
PC,2009,Sports,Focus Home Interactive,0.02,0.02,0.0,0.0,0.04,72.0,34.0,6.5,57,Cyanide,T (13 años)
PC,2004,Strategy,Ascaron Entertainment GmbH,0.0,0.03,0.0,0.01,0.04,75.0,20.0,7.7,40,Ascaron Entertainment GmbH,T (13 años)
XB,2004,Simulation,Global Star,0.03,0.01,0.0,0.0,0.04,41.0,21.0,4.0,10,Starsphere Interactive,E (6 años)
PC,2009,Strategy,THQ,0.0,0.03,0.0,0.01,0.04,70.0,42.0,7.2,204,Relic,M (17 años)
Wii,2007,Fighting,505 Games,0.03,0.0,0.0,0.0,0.04,75.0,15.0,8.4,19,Arc System Works,T (13 años)
PS2,2001,Shooter,3DO,0.02,0.02,0.0,0.01,0.04,59.0,9.0,5.5,4,3DO,T (13 años)
PC,2008,Action,Capcom,0.01,0.02,0.0,0.01,0.04,78.0,21.0,8.5,353,Capcom,M (17 años)
Wii,2006,Action,THQ,0.04,0.0,0.0,0.0,0.04,65.0,15.0,5.7,7,Blue Tongue Entertainment,E10+ (10 años)
PS3,2012,Racing,Unknown,0.04,0.0,0.0,0.01,0.04,62.0,19.0,4.9,22,"Atari, Slightly Mad Studios, Atari SA",E (6 años)
PC,2006,Strategy,Ubisoft,0.0,0.03,0.0,0.01,0.04,77.0,41.0,7.9,349,Nival Interactive,T (13 años)
PSP,2006,Misc,Konami Digital Entertainment,0.02,0.0,0.02,0.0,0.04,78.0,22.0,7.2,21,Kojima Productions,M (17 años)
PS2,2005,Action,THQ,0.02,0.02,0.0,0.01,0.04,66.0,19.0,5.8,9,Terminal Reality,T (13 años)
PC,2003,Strategy,Microsoft Game Studios,0.02,0.02,0.0,0.0,0.04,84.0,25.0,8.7,119,Ensemble Studios,T (13 años)
PS4,2016,Adventure,Nippon Ichi Software,0.03,0.0,0.0,0.01,0.04,72.0,26.0,8.3,19,5pb,T (13 años)
PC,2011,Sports,Sega,0.0,0.03,0.0,0.01,0.04,66.0,5.0,7.3,43,Sega,E (6 años)
XB,2005,Strategy,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,66.0,17.0,6.9,7,PopTop Software,T (13 años)
3DS,2011,Role-Playing,FuRyu,0.0,0.0,0.04,0.0,0.04,65.0,8.0,7.8,16,FuRyu,T (13 años)
XOne,2014,Action,505 Games,0.0,0.04,0.0,0.0,0.04,84.0,5.0,7.7,29,Engine Software,T (13 años)
PC,2007,Strategy,THQ,0.01,0.03,0.0,0.01,0.04,87.0,36.0,8.6,235,Relic,M (17 años)
GBA,2003,Platform,Atari,0.03,0.01,0.0,0.0,0.04,47.0,5.0,5.7,6,Mistic Software,E (6 años)
XB,2005,Strategy,Codemasters,0.03,0.01,0.0,0.0,0.04,69.0,27.0,9.2,6,Team 17,T (13 años)
PC,2003,Strategy,Microsoft Game Studios,0.01,0.02,0.0,0.01,0.04,89.0,30.0,9.0,274,Big Huge Games,T (13 años)
PC,2011,Strategy,Unknown,0.0,0.03,0.0,0.01,0.04,68.0,19.0,4.9,35,Best Way,T (13 años)
PC,2005,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,69.0,28.0,8.4,73,Pyro Studios,T (13 años)
PS2,2002,Racing,Empire Interactive,0.02,0.02,0.0,0.01,0.04,31.0,5.0,5.0,8,Empire Interactive,E (6 años)
X360,2007,Action,Tecmo Koei,0.03,0.0,0.01,0.0,0.04,53.0,29.0,8.5,13,Omega Force,T (13 años)
PSP,2009,Shooter,DHM Interactive,0.03,0.0,0.0,0.0,0.04,67.0,22.0,6.1,9,SNK Playmore,T (13 años)
PC,2010,Strategy,Kalypso Media,0.03,0.0,0.0,0.0,0.04,66.0,18.0,6.4,34,Gaming Minds Studios,E (6 años)
PS2,2003,Sports,Konami Digital Entertainment,0.02,0.02,0.0,0.01,0.04,67.0,7.0,7.5,4,Konami,E (6 años)
PC,2013,Action,Capcom,0.0,0.04,0.0,0.0,0.04,77.0,12.0,7.0,342,Capcom,M (17 años)
XB,2006,Action,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,52.0,34.0,2.8,5,Double Helix Games,T (13 años)
XB,2004,Misc,XS Games,0.03,0.01,0.0,0.0,0.04,68.0,11.0,8.5,6,Iridon Interactive AB,E (6 años)
PS2,2004,Action,Sega,0.02,0.01,0.0,0.0,0.04,62.0,29.0,6.7,7,Amuze,M (17 años)
PS4,2016,Action,Capcom,0.02,0.0,0.01,0.01,0.04,78.0,6.0,6.6,30,Capcom,M (17 años)
PC,2003,Action,Take-Two Interactive,0.0,0.03,0.0,0.01,0.04,94.0,30.0,8.8,1520,Rockstar North,M (17 años)
PS3,2007,Sports,Ubisoft,0.03,0.0,0.0,0.0,0.04,59.0,8.0,5.1,7,Ubisoft Montreal,E10+ (10 años)
PSP,2007,Shooter,Vivendi Games,0.03,0.0,0.0,0.0,0.04,50.0,26.0,7.7,9,3G Studios,T (13 años)
Wii,2008,Shooter,Zoo Games,0.04,0.0,0.0,0.0,0.04,50.0,7.0,8.3,6,Naps Team,E10+ (10 años)
PC,2010,Adventure,Ubisoft,0.0,0.03,0.0,0.01,0.04,47.0,5.0,5.5,6,Telltale Games,M (17 años)
